일련번호,파일명,법인명,팀명,직군,직렬,직무,직무소개,학위,전공,최소연차,경력연차,경력배경,자격증,포트폴리오,주요업무책임,주요업무환경,필수자격,필수자격요건,선호자격요건,필요역량
O0170,JD_커뮤니케이션_디지털콘텐츠제작_그래픽 디자인 (디지털콘텐츠)_O0170.docx,BHE_BA_KR,none,커뮤니케이션,디지털콘텐츠제작,그래픽 디자인 (디지털 콘텐츠),"빅히트 및 자회사의 웹사이트, SNS, 이벤트, 프로모션 등에 활용할 수 있는 다양한 비주얼 컨텐츠를 제작합니다. 의도한 메시지가 명확하게 디자인으로 전달될 수 있도록, 다양한 유관부서와 적극적으로 커뮤니케이션하며, 디자인의 완성도를 높입니다. 디자이너로서 전문성을 발휘하면서 완성된 디자인 결과물에 대한 즉각적인 피드백을 확인할 수 있습니다.",학사,"['시각디자인', '그래픽디자인']",none,none,경력 무관,['none'],['해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)'],"['회사 관련 프로모션 및 이벤트용 이미지 제작 (예. 오디션 포스터, 쇼케이스 현장 현수막 디자인 등)', '회사 관련 SNS용 이미지 기획 및 촬영/편집', '기 제작된 컨텐츠를 온라인(웹, SNS)용 이미지로 재편집', '아티스트 관련 포토샵 및 일러스트 작업']",['none'],"['디자인 편집 툴 (예. Photoshop, Illustrator 등) 활용 역량이 우수한 분', '유관부서와 원활한 의사소통이 가능한 커뮤니케이션 스킬을 보유한 분', '여러 프로젝트를 정해진 기한 내 완결해 낼 수 있는 시간 및 프로젝트 관리 능력을 보유한 분', '꼼꼼하고 세밀하게 컨텐츠를 관리하는 업무 디테일을 가진 분', '결과물의 품질과 완성도에 대한 높은 기준을 가진 분']","['학사 이상', '디자인 관련 학과 전공 (시각디자인/그래픽디자인 등)', '경력무관', '디자인 편집 툴 (예. Photoshop, Illustrator 등) 활용 역량이 우수한 분', '유관부서와 원활한 의사소통이 가능한 커뮤니케이션 스킬을 보유한 분', '여러 프로젝트를 정해진 기한 내 완결해 낼 수 있는 시간 및 프로젝트 관리 능력을 보유한 분', '꼼꼼하고 세밀하게 컨텐츠를 관리하는 업무 디테일을 가진 분', '결과물의 품질과 완성도에 대한 높은 기준을 가진 분', '해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)']","['2년 이상 디자인 관련 경험을 보유한 분', '엔터테인먼트, 미디어, 광고업계에서 관련 업무 경험을 보유한 분', 'SNS/웹사이트/모바일 등 디지털 플랫폼의 특성에 따른 차별적 디자인에 대한 지식이 있는 분', '영상 및 사진 촬영 관련 지식을 보유한 분']","['회사의 요구사항을 빠르게 파악해서 디자인에 반영할 수 있는 감각', '최신 디자인 및 미디어 관련 트렌드/기술을 지속적으로 업데이트하는 학습 능력']"
O0039,JD_사업관리_사업관리_경영기획 (레이블)_O0039.docx,BHE_Label_KR,none,사업관리,사업관리,경영기획 (레이블),"빅히트 레이블의 사업계획과 예산안을 수립/관리하고, 주요 의사결정에 필요한 분석 및 인사이트 도출을 통해 레이블의 전략 수립과 경영진의 의사결정을 직간접적으로 지원합니다. 또한, 레이블 차원에서 진행되는 신사업에 대한 방향성 수립에 관여하고 실제 프로젝트 진행 관리를 담당하여, 기획과 운영을 아우르는 업무 경험을 하게 되고, 레이블 경영진 및 실무 조직과의 긴밀한 협업 과정을 통해 글로벌 아티스트와 관련 IP를 육성 및 관리, 성장시키는 경험을 할 수 있습니다.",학사,['전공 무관'],3,5,이상 관련 업무 경험자 (5년 이상 선호),['none'],['none'],"['빅히트 레이블 조직 및 아티스트 관련 사업계획 (연간/중장기) 수립 및 진행 관리', '예산안 수립 및 관리 (지출 모니터링)', '각종 정량 지표 관리 및 분석', '진행사업에 대한 재무적 분석 및 검토', '신사업 방향성 수립 및 프로젝트 진행 관리', '경영진 대상 리포트 작성 및 보고 / 회의체 운영']",['none'],"['경영기획, 전략기획 또는 관리회계 업무 경험을 보유한 분', '정량 지표에 대한 이해력 및 분석 능력을 보유한 분', '친화력이 좋고 커뮤니케이션 스킬이 우수한 분']","['학사이상', '전공 무관', '3년 이상 관련 업무 경험자 (5년 이상 선호)', '경영기획, 전략기획 또는 관리회계 업무 경험을 보유한 분', '정량 지표에 대한 이해력 및 분석 능력을 보유한 분', '친화력이 좋고 커뮤니케이션 스킬이 우수한 분']","['엔터테인먼트 또는 미디어 콘텐츠 업계 업무 경험을 보유한 분', '전략 컨설팅 경력 또는 회계 관련 자격증을 보유한 분', '영어 커뮤니케이션이 능숙한 분', '아이돌 / 음악 / IP 콘텐츠 사업에 대한 이해도가 높은 분']","['사업 구조에 대한 빠른 학습 능력 및 논리적 분석력', '적극적이고 선제적인 문제해결 능력', '문제해결을 위해 올바른 계산 방식 등을 선택할 수 있는 수리 추론 능력', '논리적/수리적 오류가 없도록 꼼꼼하게 검증해 내는 세밀함', '우수한 커뮤니케이션 능력 (문서 작성 / PT 포함, written & oral)']"
O0080,JD_교육사업_콘텐츠 기획_교육 콘텐츠 기획_O0080.docx,BED_KR,none,교육사업,콘텐츠 기획,교육콘텐츠기획,"아티스트 IP (지적 재산권) 기반 팬 콘텐츠에 한국어 교육 내용을 접목하여 교육 콘텐츠로 재구성하고, 내/외부의 파트너들과 협업하면서 콘텐츠를 기획, 개발하는 역할을 수행합니다.",석사,"['언어 교육', '교육공학']",none,3,이상 언어 교육 목적의 도서 출판 경력을 보유한 분,['none'],['전공 및 출판기획 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)'],"['언어 (한국어) 교육용 영상 콘텐츠 기획 및 검수', '언어 (한국어) 교육용 교재 기획 및 검수', '언어 (한국어) 교육용 교재 출판의 프로젝트 관리', '언어 (외국어) 교육 시장 트렌드 조사']",['none'],[],"['언어 교육 또는 교육공학 전공 석사 이상', '3년 이상 언어 교육 목적의 도서 출판 경력을 보유한 분', '전공 및 출판기획 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)']","['외국어로서의 한국어 교육 석사 이상 전공자', '팬 콘텐츠에 대한 이해와 열정이 있는 분', '영어, 중국어, 일본어 등 외국어 커뮤니케이션이 원활한 분 (Written & Verbal)', '2년 이상 언어 교육 출판 프로젝트 관리자 경험을 보유한 분', '3년 이상 언어 교육 서비스 기획자 경험이 있는 분']","['효과적인 커뮤니케이션 능력', '디테일에 대한 높은 기준', '다양한 유관부서/외부 관계자들과 협업할 수 있는 협력적 사고', '기민한 상황대처능력 및 유연함']"
O0156,JD_플랫폼 사업_영업/마케팅_브랜드매니저_O0156.docx,BNX_KR,none,플랫폼 사업,영업/마케팅,브랜드매니저,"글로벌 고객 대상 플랫폼 위버스(Weverse)와 위버스샵(Weverse Shop)의 브랜드 컨셉과 비전을 정립하고, 이를 고객에게 잘 전달할 수 있는 구체적 방안을 고민/실행합니다. 글로벌 온/오프라인, 앱, 웹 등 모든 영역의 마케팅을 활용하여, 정답이 없는 영역에서 더 나은 방법을 고민합니다. 글로벌 시장에서 새롭고 다양한 마케팅 방식을 시도하며 함께 성공 경험을 쌓을 수 있습니다.",학사,['none'],none,7,이상 관련 업무 경험자,['none'],['none'],"['글로벌  커머스 (위버스샵), 커뮤니티 (위버스) 서비스의 브랜드 컨셉과 비전 정립', '글로벌 고객 대상 브랜드 마케팅 전략, 캠페인 수립 및 실행', '글로벌 고객 대상 브랜드 운영 가이드 및 메시지 확립, 관리, 고도화']",['플랫폼 내 서비스 론칭 및 온/오프라인 캠페인 수행에 따른 업무 집중 기간 존재'],"['글로벌 서비스의 브랜드 정의부터 캠페인 전략 수립/실행까지의 과정을 주도적으로 경험한 분', '글로벌 사용자(미국, 일본 등)에 대한 높은 이해를 기반으로 브랜드 가치를 잘 전달할 수 있는 분', '브랜드 생애주기에 맞게 글로벌 고객 대상 캠페인과 프로모션을 직접 기획할 수 있는 분', '내/외부 구성원들과 원활하게 커뮤니케이션하여 프로젝트를 리딩할 수 있는 분']","['학사이상 (전공 무관)', '7년 이상 관련 업무 경험자', '글로벌 서비스의 브랜드 정의부터 캠페인 전략 수립/실행까지의 과정을 주도적으로 경험한 분', '글로벌 사용자(미국, 일본 등)에 대한 높은 이해를 기반으로 브랜드 가치를 잘 전달할 수 있는 분', '브랜드 생애주기에 맞게 글로벌 고객 대상 캠페인과 프로모션을 직접 기획할 수 있는 분', '내/외부 구성원들과 원활하게 커뮤니케이션하여 프로젝트를 리딩할 수 있는 분']","['글로벌 서비스(플랫폼)의 브랜드 마케팅 영역에서 주도적으로 업무를 수행한 경험이 있는 분', '글로벌 브랜드 전략 수립부터 구체적 캠페인 기획, 실행까지 직접 경험한 분 (미국, 일본 등)', '글로벌(미국, 일본 등) 시장 및 고객에 대한 높은 이해도']","['유연한 사고, 새로운 목표에 대한 빠른 전환 능력', '글로벌 고객 (미국, 일본 등)에 대한 심층 이해에 기반한 효과적 커뮤니케이션 능력', '다양한 유관부서/외부 관계자들과 협업할 수 있는 협력적 사고', '빠른 학습능력', '적극적이고 선제적인 문제해결 능력']"
O0167,JD_사업관리_IT_IT 인프라운영 (시스템 ITCS)_O0167.docx,BHE_BA_KR,none,사업관리,IT,IT 인프라운영 (시스템 ITCS),"업무가 유기적으로 이루어 질 수 있도록 회사의 IT 인프라와 유/무형 자산을 관리/운영합니다. 전사차원에서 시스템이 안정적으로 운영될 수 있도록 개선이 필요한 부분을 파악하고 선제적으로 대응합니다. 또한, 구성원들의 다양한 업무에 따른 기술 관련 지원을 합니다. 빠르게 성장하는 회사에서 다양한 시스템과 S/W 등에 대한 관리 경험을 쌓아 시스템 엔지니어 전문가로 성장할 수 있습니다.",학사,['전공 무관'],none,3,이상 관련 업무 경험자,['none'],['none'],"['Main)', '사내 인프라 운영 및 CS 관리', 'IT 관련 유/무형 자산의 구매 및 배포, 관리 (예. 자산등록, 이관, 실사 등)', 'IT 구매/자산관리 시스템 운영 및 개선', 'PC/Printer/VoIP Phone/Software 등 모든 IT 관련 구성원 문의에 대한 기술적 대응', 'Sub)', '그룹 및 개발 Server System의 신뢰성, 안정성 확보를 위한 System 관리', 'Windows, Linux등 OS 및 어플리케이션 기술지원', '서비스 모니터링 장애 대응 및 트러블슈팅']",['none'],"['Service Desk 업무 이해 능력을 보유한 분', 'ITIL Process 기반 CS 업무를 위한 원활한 커뮤니케이션 능력을 보유한 분', '대기업 혹은 그룹사에서 IT 자산 구매 및 인프라 운영 경험이 있거나 지식을 보유한 분', '주요 서버 성능 및 상태 지표관리 및 모니터링/분석/트러블슈팅 경험을 보유한 분']","['학사 이상', '전공 무관', '3년 이상 관련 업무 경험자', 'Service Desk 업무 이해 능력을 보유한 분', 'ITIL Process 기반 CS 업무를 위한 원활한 커뮤니케이션 능력을 보유한 분', '대기업 혹은 그룹사에서 IT 자산 구매 및 인프라 운영 경험이 있거나 지식을 보유한 분', '주요 서버 성능 및 상태 지표관리 및 모니터링/분석/트러블슈팅 경험을 보유한 분']","['그룹사에서 국내/외 유/무형 자산관리 운영 경험을 보유한 분', 'IT나 컴퓨터공학 등 관련 전공을 했거나 자격증/Certificate을 보유한 분', '오픈소스 / 스크립트 활용능력이 우수한 분', 'MS Solution 구축 운영 경험을 보유한 분 (AD, Exchange, Lync: Version 2013 이상, Office365 등)', 'Storage 운영, 백업 관련 경험을 보유한 분', 'IDC 및 클라우드 환경에서의 인프라운영에 대한 이해도가 높은 분', 'Windows, Linux등 OS 및 어플리케이션 이해도가 높은 분', '네트워크, 방화벽, VPN등 보안장비에 대한 이해도가 높은 분', 'Shell Script & Query 가능한 분 (Power Shell, Python, HTML 중 최소 1개 이상 활용 능력 중급 이상)', '새로운 업무에 대한 개발 및 기획 능력을 보유한 분']","['논리적 분석력 및 문제 해결력', '예견되는 기회/리스크를 미리 예측하여 대응하는 주도성', '이슈해결을 위해 효과적으로 설명/설득할 수 있는 커뮤니케이션 스킬', '상대방의 니즈를 파악하고 이에 맞추어 대응할 수 있는 고객 지향성']"
D0008,JD_커뮤니케이션_브랜딩_전략커뮤니케이션_D0008.docx,BHE_BIGC_KR,none,커뮤니케이션,브랜딩,전략커뮤니케이션,회사 브랜드 및 회사가 추진하는 다양한 사업/서비스/아티스트 브랜드에 대한 포괄적 커뮤니케이션 전략을 수립하고 브랜딩하여 회사와 아티스트의 브랜드 가치를 높입니다. 브랜드의 의미를 가장 잘 전달할 수 있는 스토리/콘텐츠 개발에 직/간접적으로 참여합니다. 브랜드 마케팅과 PR 캠페인 활동 등 통합 마케팅 전략과 실행 계획을 수립하고 진행하여 그 효과를 분석합니다.,학사,['none'],none,7,이상 브랜딩/마케팅/광고 등 관련 업무 경험자,['none'],['none'],"['기업 브랜드 및 사업/서비스 브랜드에 대한 포괄적 커뮤니케이션 전략 수립', '신규 브랜드 아이덴티티 개발 및 기존 브랜드 개선 전략기획 및 실행', '브랜드 디자인 및 스토리/콘텐츠 개발', '브랜드 마케팅 전략 수립 및 실행 관리', '브랜드 이미지 관리 지표 수립 및 분석/관리 방안 수립', '브랜드 커뮤니케이션 활동 성과 지표 수립 및 성과 분석, 관리 방안 수립']",['none'],"['브랜드 전략 관련 업무 경험을 보유한 분', '다양한 산업군에서 여러 브랜드에 대한 통합적 커뮤니케이션 전략을 수립했거나 관리한 경험을 보유한 분', '다양한 대내/외 이해 관계자들과 효과적으로 커뮤니케이션하며 협업을 이끌어 낼 수 있는 분', '비즈니스 영어 커뮤니케이션이 가능한 분']","['학사 이상', '7년 이상 브랜딩/마케팅/광고 등 관련 업무 경험자', '브랜드 전략 관련 업무 경험을 보유한 분', '다양한 산업군에서 여러 브랜드에 대한 통합적 커뮤니케이션 전략을 수립했거나 관리한 경험을 보유한 분', '다양한 대내/외 이해 관계자들과 효과적으로 커뮤니케이션하며 협업을 이끌어 낼 수 있는 분', '비즈니스 영어 커뮤니케이션이 가능한 분']","['글로벌 브랜딩 에이전시 또는 기업 내 브랜딩 관련 업무 경험을 보유한 분', '데이터 분석에 기반한 마케팅 전략 수립에 대한 이해도가 높은 분']","['다양한 정보/data를 바탕으로 방향성을 제시할 수 있는 분석력과 기획력', '최신 브랜드 커뮤니케이션/마케팅 트렌드를 빠르게 습득할 수 있는 기민한 학습력', '다양한 유관부서/외부 관계자들과 효과적/적극적으로 소통하는 커뮤니케이션', '합의된 기간 안에 효과적으로 높은 수준의 결과물/프로젝트를 완성할 수 있는 관리 능력', '결과물 품질과 완성도에 대한 높은 기준', '기민한 상황대처능력 및 유연함']"
J0024,JD_사업관리_HR_인사운영(人事運営)_J0024.docx,BHE_BA_KR,none,사업관리,HR,인사운영 (Local HR),"빅히트 재팬의 전반적인 인사 운영 관련 업무를 수행합니다. 채용부터 교육/승진/퇴직까지 전체적인 인사체계를 관리하며, 구성원들이 원활하게 업무를 수행할 수 있도록 관련 지원 기반을 구축합니다. 일본법인의 사업 전략에 부합하는 유연한 인사제도를 구축/운영하고, 인사관련 정보/데이터를 분석하여 주요 의사결정자/경영진이 신속한 의사결정을 할 수 있도록 지원합니다.",학력 무관,['none'],none,10,이상 관련 업무 경험자,['none'],['none'],"['일본법인의 사규 및 인사 관련 각종 규정 및 체계 정비/관리', '본사 정책에 따른 인사제도 운영 및 개선', '구성원에 대한 노무관리', '급여 처리 및 인건비 관리', '구성원 복리후생 지원', '인사/구성원 관련 데이터 관리 및 본사 리포팅']",['none'],"['일본어 커뮤니케이션에 능통한 분', '고급 MS-Office 활용스킬, 특히 엑셀을 활용한 수치관리/분석이 능숙한 분', '일본 취업비자 취득 및 해외여행에 결격사유가 없는 분', '변화에 유연하게 대응하며, 관련한 구성원 커뮤니케이션 스킬이 우수한 분']","['학력 무관', '10년 이상 관련 업무 경험자', '일본내 법인에서 2년 이상 재직한 경험을 보유한 분', '일본어 커뮤니케이션에 능통한 분', '고급 MS-Office 활용스킬, 특히 엑셀을 활용한 수치관리/분석이 능숙한 분', '일본 취업비자 취득 및 해외여행에 결격사유가 없는 분', '변화에 유연하게 대응하며, 관련한 구성원 커뮤니케이션 스킬이 우수한 분']","['일본 인사/노무 관련 자격증을 보유한 분 (지원서와 함께 자격증 사본 제출)', 'JLPT N1 이상 수준의 일본어 능력을 보유한 분', '비즈니스 한국어 커뮤니케이션이 원활한 분', '엔터테인먼트/미디어 회사, IT기업에서 인사 관련 업무 경력을 보유한 분', '일본의 비지니스 문화/절차 등에 익숙한 분']","['예견되는 기회/리스크를 미리 예측하여 대응하는 주도성', '다양한 구성원들과 원활하고 적극적으로 소통할 수 있는 커뮤니케이션 능력', '문서나 수치화 된 자료/data 등을 능숙하게 다룰 수 있는 언어/수리 감각', '상대방의 니즈를 파악하고 이에 맞추어 대응할 수 있는 고객 지향성']"
O0110,JD_아티스트매니지먼트_아티스트의전_아티스트 의전_O0110.docx,BHE_Label_KR,none,아티스트 매니지먼트,아티스트의전,아티스트의전,회사의 전략에 따라 아티스트가 성공적으로 활동할 수 있도록 아티스트와 여러 협업 부서와의 주요 소통 채널 역할을 합니다. 아티스트가 최고의 역량을 발휘하여 활동할 수 있도록 전방위 관리/지원을 합니다. 전문 매니지먼트 조직의 구성원으로서 차별화된 아티스트 활동 환경을 조성하는 역할을 직접적으로 경험할 수 있습니다.,전문학사,['전공 무관'],none,3,"자동차운전면허 1종이상을 소지하고 3년 이상 실제 운전경력이 있는 분 
(지원서와 함께 사본 제출)",['none'],['자동차운전면허 1종이상을 소지하고 3년 이상 실제 운전경력이 있는 분 \n(지원서와 함께 사본 제출)'],"['아티스트가 최고의 역량을 발휘할 수 있도록 최적의 환경 조성', '아티스트의 다양한 활동 별 일정 및 현장 관리', '아티스트 동선 계획 및 관리', '아티스트 안전/건강 관리', '회사 내 유관 부서와의 커뮤니케이션을 통한 업무 조율', '현장에서 아티스트를 지원하는 다양한 외부 업체/인력과의 업무 협력 및 진행']","['아티스트 활동 일정에 따라 유동적 업무시간 및 환경', '외근 비중 75%, 국내/외 출장 비중 70%']","['음악과 음악산업에 대한 이해와 관심이 있는 분', '차별화된 아티스트 활동 환경 조성에 대한 비전을 갖고 있는 분', '협업을 바탕으로 능동적으로 업무를 수행하는 분', '빠르고 합리적인 상황판단능력을 보유한 분', '병역을 필하였거나 면제자로 해외여행에 결격사유가 없는 분']","['전문학사 이상', '전공 무관', '음악과 음악산업에 대한 이해와 관심이 있는 분', '차별화된 아티스트 활동 환경 조성에 대한 비전을 갖고 있는 분', '협업을 바탕으로 능동적으로 업무를 수행하는 분', '빠르고 합리적인 상황판단능력을 보유한 분', '자동차운전면허 1종이상을 소지하고 3년 이상 실제 운전경력이 있는 분 \n(지원서와 함께 사본 제출)', '병역을 필하였거나 면제자로 해외여행에 결격사유가 없는 분']","['아래 분야에 대한 전문성, 자격 혹은 관련 근무경력을 보유한 분', '호텔리어 (국내/외)', '퍼스널 트레이너', '운동선수코치', 'VIP 의전 및 경호', '2년 이상 관련 경험이 있는 분', '경호 혹은 비서 관련 전공자', '외국어 (예. 영어, 일어, 중국어 등)로 일상회화가 가능한 분']","['다양한 회사 내/외부 사람들과 효과적으로 커뮤니케이션할 수 있는 스킬', '상대방에 대한 이해를 바탕으로한 프로페셔널한 관계 형성 역량', '이슈 발생 시, 합리적으로 판단하고 해결할 수 있는 유연한 문제해결력', '업무상 습득한 정보에 대한 철저한 보안을 유지할 수 있는 높은 수준의 직업윤리']"
J0019,JD_신인개발_T&D_T&D운영(T&D 運営)_J0019.docx,BHE_JP,none,신인개발,T&D,T&D 운영,"아티스트로 성장할 수 있도록, 실력 뿐만 아니라 다각적 관점에서 예비 아티스트를 육성합니다. 개별 연습생의 개성과 강점을 살려 줄 수 있는 맞춤형 종합 성장 프로그램을 기획 및 운영/관리합니다. 균형 잡힌 시각으로 연습생을 개별 지도하면서도 전체 연습생에 대한 체계적/과학적 데이터 모니터링을 통해, 프로그램의 효과성을 지속적으로 향상시킵니다. Training & Development 전문가로서 역량을 발휘하여 연습생이 아티스트로 성장하는데 기여합니다.",학사,['none'],신입 가능,3,이상 관련 업무 경험자,['none'],['아래 내용에 대한 제안서 제출이 가능한 분 (지원서와 함께 제출)'],"['연습생 역량 개발 및 실력, 비주얼 발전 상황 등 성장 히스토리 모니터링/관리', '연습생 피드백 및 상담/코칭 (아티스트 마인드 육성 및 동기부여, 생활 및 자기관리 관련 등)', '연습생의 육성 관련 다양한 회사 내/외부 전문가 집단과의 적극적 커뮤니케이션', '개별 연습생에 최적화된 맞춤형 훈련 프로그램 전략 수립 및 개발', '프로그램 별 외부 협력 리소스 (예. 레슨 선생님, 전문업체 등) 발굴 및 관리', '프로그램 운영 (일정 및 예산관리, 프로그램 별 모니터링)', '프로그램 효과성 분석 (연습생 및 내/외부 관계자 만족도 조사, 데이터 관리 및 분석)', '기타 일반 관리 (연습실 및 숙소 관리 및 연습생 학업/비자/공문/일정 관리)']",['none'],"['문서 작성 및 관련 프로그램 (예. 엑셀, 파워포인트, 스프레드시트 등) 활용 능력을 보유한 분', '사람을 육성하고 성장시키는 일에 보람을 느끼는 분', '아이돌 산업에 대한 관심과 애정이 많은 분', '“BTS”와 “King & Prince”의 아이돌로서의 성공요인을 분석하고, 대중이 원하는 차세대 아이돌의 모습과 그에 필요한 교육 방법을 제안하시오.']","['학사 이상 (전공 무관)', '(신입 가능) 3년 이상 관련 업무 경험자', '문서 작성 및 관련 프로그램 (예. 엑셀, 파워포인트, 스프레드시트 등) 활용 능력을 보유한 분', '청소년 대상 커뮤니케이션 능력이 우수한 분', '사람을 육성하고 성장시키는 일에 보람을 느끼는 분', '아이돌 산업에 대한 관심과 애정이 많은 분', '아래 내용에 대한 제안서 제출이 가능한 분 (지원서와 함께 제출)', '“BTS”와 “King & Prince”의 아이돌로서의 성공요인을 분석하고, 대중이 원하는 차세대 아이돌의 모습과 그에 필요한 교육 방법을 제안하시오.']","['일본 엔터테인먼트사에서 매니저 경험을 보유한 분', 'HR/인사관리/인재육성 등 기업 내 유관 업무 경험을 보유한 분', '청소년 상담, 상담심리, 코칭 관련 자격증을 보유한 분', '한국어 커뮤니케이션이 가능한 분']","['맡은 업무에 대한 사명감과 책임감', '효과적인 커뮤니케이션 능력 (설명, 설득, 협상 등)', '팀 내/외 다양한 전문가들과의 효과적 협업이 가능한 팀워크', '정보 및 데이터 분석 능력', '다양한 시그널을 감지할 수 있는 민감한 대인 감수성과 유연한 사고']"
O0059,JD_IP사업_상품디자인_상품디자인 (문구/완구)_O0059.docx,BHI_KR,none,IP사업,상품디자인,상품디자인 (문구/완구),"회사 IP 콘텐츠와 연관된 다양한 상품(문구류, 완구 등)에 관련 메인 디자인을 담당합니다. 회사가 추구하는 방향성, 아티스트 및 음악 컨셉, 고객 및 시장의 트렌드와 니즈 등을 바탕으로 완성도 높은 제품이 시장에 출시될 수 있도록 유관부서 및 협력업체들과 긴밀하게 협력합니다. 회사의 컨텐츠 방향성 및 제작 규칙을 이해하고 체화/반영하여, 다양한 상품을 직접 디자인 할 수 있습니다.",학사,['전공 무관'],none,5,이상 상품 기획 및 디자인 경험을 보유한 분,['none'],['해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)'],['IP콘텐츠 및 브랜드 상품 디자인'],['none'],"['문구/완구 및 입체상품 (사출, 금형) 기획 및 디자인 경력', 'IP 콘텐츠를 기반으로 한 상품 기획/개발 경험을 보유한 분', '라이센스 상품 디자인 컨펌 경험을 보유한 분', 'Adobe 프로그램 (Photoshop, Illustrator, InDesign 등) 활용이 능통한 분', '비즈니스 영어 혹은 중국어 커뮤니케이션이 가능한 분']","['학사 이상', '전공 무관', '5년 이상 상품 기획 및 디자인 경험을 보유한 분', '문구/완구 및 입체상품 (사출, 금형) 기획 및 디자인 경력', 'IP 콘텐츠를 기반으로 한 상품 기획/개발 경험을 보유한 분', '라이센스 상품 디자인 컨펌 경험을 보유한 분', 'Adobe 프로그램 (Photoshop, Illustrator, InDesign 등) 활용이 능통한 분', '비즈니스 영어 혹은 중국어 커뮤니케이션이 가능한 분', '해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)']","['글로벌 IP 경험을 보유한 분 (라이센스 상품 디자인 관련, IP콘텐츠 상품기획/개발)']","['국내/외 상품기획/디자인 트렌드를 빠르게 파악하고 업데이트하는 능력', '새로운 시도나 실험에 열려 있는 마인드', '작업물의 완성도를 높일 수 있는 철저함', '다양한 유관부서/외부 관계자들과 협업할 수 있는 협력적 사고']"
O0041,JD_신인개발_T&D_T&D운영_O0041.docx,BHE_Label_KR,none,신인개발,T&D,T&D 운영,"전세계 사람들에게 위로와 감동을 전달하는 빅히트의 아티스트로 성장할 수 있도록, 실력 뿐만 아니라 다각적 관점에서 예비 아티스트를 육성합니다. 개별 연습생의 개성과 강점을 살려 줄 수 있는 맞춤형 종합 성장 프로그램을 기획 및 운영/관리합니다. 균형 잡힌 시각으로 연습생을 개별 지도하면서도 전체 연습생에 대한 체계적/과학적 데이터 모니터링을 통해, 프로그램의 효과성을 지속적으로 향상시킵니다. Training & Development 전문가로서 역량을 발휘하여 연습생이 아티스트로 성장하는데 기여합니다.",학사,['none'],none,3,이상 관련 업무 경험자,['none'],['아래 내용에 대한 제안서 제출이 가능한 분 (지원서와 함께 제출)'],"['개별 연습생에 최적화된 맞춤형 훈련 프로그램 전략 수립 및 개발', '프로그램 별 외부 협력 리소스 (예. 레슨 선생님, 전문업체 등) 발굴 및 관리', '프로그램 운영 (일정 및 예산관리, 프로그램 별 모니터링)', '프로그램 효과성 분석 (연습생 및 내/외부 관계자 만족도 조사, 데이터 관리 및 분석)', '연습생 역량 개발 및 실력, 비주얼 발전 상황 등 성장 히스토리 모니터링/관리', '연습생 피드백 및 상담/코칭 (아티스트 마인드 육성 및 동기부여, 생활 및 자기관리 관련 등)', '연습생의 육성 관련 다양한 회사 내/외부 전문가 집단과의 적극적 커뮤니케이션', '기타 일반 관리 (연습실 및 숙소 관리 및 연습생 학업/비자/공문/일정 관리)']",['none'],"['PM으로 프로젝트 관리 경험', '문서 작성 및 관련 프로그램 (예. 엑셀, 파워포인트, 스프레드시트 등) 활용 능력을 보유한 분', '입체적/다각적으로 상황을 바라보고, 업무 디테일을 세심하게 파악/관리하는 분', '적극적이고 능동적으로 업무를 수행하는 분', '사람을 육성하고 성장시키는 일에 보람을 느끼는 분', '아이돌 산업에 대한 관심과 애정이 많은 분', 'BTS, 엑소, 워너원을 분석하고 대중이 원하는 다음 세대의 아이돌의 모습과 육성하기 위한 교육 방법 제안 (분량이나 형식은 자유)']","['학사 이상 (전공 무관)', '3년 이상 관련 업무 경험자', 'PM으로 프로젝트 관리 경험', '문서 작성 및 관련 프로그램 (예. 엑셀, 파워포인트, 스프레드시트 등) 활용 능력을 보유한 분', '입체적/다각적으로 상황을 바라보고, 업무 디테일을 세심하게 파악/관리하는 분', '적극적이고 능동적으로 업무를 수행하는 분', '청소년 대상 커뮤니케이션 능력이 우수한 분', '사람을 육성하고 성장시키는 일에 보람을 느끼는 분', '아이돌 산업에 대한 관심과 애정이 많은 분', '아래 내용에 대한 제안서 제출이 가능한 분 (지원서와 함께 제출)', 'BTS, 엑소, 워너원을 분석하고 대중이 원하는 다음 세대의 아이돌의 모습과 육성하기 위한 교육 방법 제안 (분량이나 형식은 자유)']","['HR/인사관리/인재육성 등 기업 내 유관 업무 경험을 보유한 분', '청소년 상담, 상담심리, 코칭 관련 자격증을 보유한 분', '외국어 커뮤니케이션 능력이 우수한 분']","['맡은 업무에 대한 사명감과 책임감', '효과적인 커뮤니케이션 능력 (설명, 설득, 협상 등)', '팀 내/외 다양한 전문가들과의 효과적 협업이 가능한 팀워크', '정보 및 데이터 분석 능력', '다양한 시그널을 감지할 수 있는 민감한 대인 감수성과 유연한 사고']"
